title,avg_rating,rating_count,bias_score,is_underserved
Puss in Boots: The Three Diablos (2012),2.85,80,-0.48,0
"Cat Concerto, The (1947)",3.88,77,0.08,1
"French Minister, The (Quai d'Orsay) (2013)",3.22,38,-0.2,0
Why Don't You Play In Hell? (Jigoku de naze warui) (2013),3.75,169,-0.01,0
Ocho apellidos vascos (2014),3.27,98,-0.24,0
Spider (2007),3.41,37,-0.09,0
George & A.J. (2009),2.51,34,-0.52,0
From Within (2008),3.06,57,-0.31,0
Naked Harbour (Vuosaari) (2012),3.17,32,-0.21,0
Starred Up (2013),3.67,512,-0.09,0
"Nut Job, The (2014)",2.85,284,-0.55,0
Belle and Sebastien (Belle et Sébastien) (2013),3.72,39,0.08,1
"Green Slime, The (1968)",2.43,30,-0.57,0
Mistaken for Strangers (2013),3.53,68,-0.04,0
Diplomacy (Diplomatie) (2014),3.56,54,-0.01,0
King of Comedy (Hei kek ji wong) (1999),3.75,53,0.08,1
"Legend of Hercules, The (2014)",2.34,231,-0.72,0
Muppets Most Wanted (2014),3.1,411,-0.41,0
Dom Hemingway (2014),2.93,168,-0.49,0
"Missing Picture, The (L'image manquante) (2013)",3.41,33,-0.08,0
Electrick Children (2012),3.7,107,-0.0,0
Me and you (io e te) (2012),3.4,39,-0.1,0
Blood Ties (2013),3.16,74,-0.29,0
Free to Play (2014),3.43,69,-0.13,0
Survival Island (Three) (2005),1.97,36,-0.68,0
Nitro Circus: The Movie (2012),3.2,37,-0.21,0
"Unknown Known, The (2013)",3.57,124,-0.06,0
"Machine, The (2013)",3.2,478,-0.36,0
In the Blood (2014),3.02,61,-0.33,0
Möbius (2013),2.96,36,-0.38,0
Draft Day (2014),3.29,481,-0.3,0
We Are the Best! (Vi är bäst!) (2013),3.61,189,-0.06,0
The Raid 2: Berandal (2014),3.79,1654,-0.07,0
Metro Manila (2013),3.72,86,0.02,1
Calvary (2014),3.77,1135,-0.07,0
Oculus (2013),3.41,1505,-0.28,0
God's Not Dead (2014),2.42,247,-0.71,0
Cold in July (2014),3.34,283,-0.25,0
Rio 2 (2014),3.06,750,-0.44,0
In Your Eyes (2014),3.61,434,-0.1,0
Bears (2014),3.57,52,-0.0,0
Fading Gigolo (2013),3.13,205,-0.36,0
Hatchet III (2013),2.78,53,-0.48,0
Wake Wood (2010) ,2.77,51,-0.48,0
Heaven Is for Real (2014),2.88,122,-0.49,0
Bullet Ballet (1998),3.51,38,0.01,1
"Other Woman, The (2014)",3.31,1262,-0.33,0
"Haunted House 2, A (2014)",2.4,110,-0.67,0
Le Week-End (2013),3.36,84,-0.18,0
Vampire Academy (2014),2.88,414,-0.55,0
Brick Mansions (2014),2.79,192,-0.55,0
Devil's Knot (2013),3.05,117,-0.37,0
Conquest 1453 (Fetih 1453) (2012),2.61,38,-0.51,0
"Rocket, The (2013)",3.5,36,-0.02,0
Locke (2013),3.64,1891,-0.14,0
Rage (2014),2.36,95,-0.67,0
Pompeii (2014),2.6,538,-0.67,0
Neighbors (2014),3.23,3221,-0.4,0
Powers of Ten (1977),4.03,170,0.09,1
Jodorowsky's Dune (2013),3.87,751,-0.03,0
"Case of You, A (2013)",2.84,77,-0.48,0
Belle (2013),3.67,264,-0.06,0
"Immigrant, The (2013)",3.25,210,-0.3,0
"Wednesday!, A (2008)",3.82,226,0.01,1
Good People (2014),2.74,74,-0.53,0
Combat Girls (Kriegerin) (2011),3.17,35,-0.22,0
Magic Magic (2013),3.02,48,-0.31,0
I Think We're Alone Now (2008),3.44,31,-0.06,0
Into the Storm (2009),3.51,41,-0.0,0
Mom's Night Out (2014),2.92,90,-0.46,0
Lucy (2014),3.12,7689,-0.47,0
X-Men: Days of Future Past (2014),3.7,13550,-0.15,0
Lovely Molly (2011),2.9,69,-0.45,0
Walk of Shame (2014),2.96,369,-0.52,0
Blue Ruin (2013),3.74,1482,-0.1,0
Palo Alto (2013),3.49,341,-0.2,0
Kid Cannabis (2014),3.58,75,-0.02,0
Chef (2014),3.69,2411,-0.12,0
Afflicted (2013),3.22,230,-0.32,0
Birth of the Living Dead (2013),3.56,31,0.04,1
Blended (2014),3.36,1177,-0.3,0
Begin Again (2013),3.76,2023,-0.09,0
Big Ass Spider! (2013),2.71,68,-0.53,0
"Two Faces of January, The (2014)",3.13,191,-0.35,0
Zombeavers (2014),2.65,184,-0.61,0
At Middleton (2013),3.34,61,-0.16,0
"Dance of Reality, The (Danza de la realidad, La) (2013)",3.86,149,0.04,1
"Love Punch, The (2013)",2.75,93,-0.54,0
A Million Ways to Die in the West (2014),3.02,1810,-0.48,0
I Like Killing Flies (2004),3.71,35,0.09,1
Mikra Anglia (2013),3.47,34,-0.06,0
Tracks (2013),3.72,298,-0.04,0
Mission: Impossible - Rogue Nation (2015),3.65,6281,-0.16,0
Jimi: All Is by My Side (2013),2.55,32,-0.51,0
Generation Iron (2013),3.45,58,-0.11,0
7500 (2014),2.3,61,-0.65,0
Lilting (2014),3.77,73,0.06,1
The Fault in Our Stars (2014),3.55,4634,-0.19,0
"Grand Seduction, The (2013)",3.57,197,-0.08,0
Raze (2013),2.59,40,-0.52,0
"Letter to Momo, A (Momo e no tegami) (2011)",3.64,142,-0.04,0
Maps to the Stars (2014),3.11,315,-0.39,0
Goodbye World (2013),3.1,43,-0.27,0
Frequencies (2013),3.55,415,-0.12,0
22 Jump Street (2014),3.52,6373,-0.21,0
"Equalizer, The (2014)",3.69,4509,-0.13,0
How to Train Your Dragon 2 (2014),3.73,7800,-0.13,0
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),3.73,11499,-0.13,0
"Dirties, The (2013)",3.61,80,-0.02,0
Haunt (2013),2.61,60,-0.55,0
"Legend of the 7 Golden Vampires, The (1974)",2.84,32,-0.41,0
Coming Home (Gui lai) (2014),3.62,50,0.02,1
Boyhood (2014),3.8,5742,-0.1,0
"Trials of Cate McCall, The (2013)",2.91,43,-0.41,0
Think Like a Man Too (2014),3.01,98,-0.37,0
Jersey Boys (2014),3.35,242,-0.24,0
"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",3.86,443,-0.01,0
Transformers: Age of Extinction (2014),2.53,2199,-0.72,0
Metalhead (Málmhaus) (2013),3.51,66,-0.04,0
Finding Vivian Maier (2013),3.84,247,0.01,1
Jack Strong (2014),3.06,56,-0.31,0
Perfect Sisters (2014),3.04,45,-0.3,0
Frank (2014),3.57,1182,-0.15,0
In Bloom (Grzeli nateli dgeebi) (2013),3.6,35,0.05,1
Very Good Girls (2014),2.96,81,-0.44,0
They Came Together (2014),3.01,303,-0.42,0
Planes: Fire & Rescue (2014),2.79,196,-0.55,0
Stuart: A Life Backward (2007),3.8,84,0.06,1
"Gunfighter, The (2014)",3.83,88,0.06,1
Let the Fire Burn (2013),3.74,37,0.09,1
Tammy (2014),2.66,365,-0.64,0
Radio Free Albemuth (2010),2.79,43,-0.46,0
Colourful (Karafuru) (2010),3.64,102,-0.02,0
Killer Legends (2014),3.03,36,-0.29,0
White God (Fehér isten) (2014),3.36,142,-0.21,0
Whiplash (2014),4.16,20947,-0.03,0
Gone Girl (2014),3.96,21171,-0.08,0
"Angriest Man in Brooklyn, The (2014)",2.76,143,-0.55,0
Life Itself (2014),3.73,435,-0.06,0
Dawn of the Planet of the Apes (2014),3.56,7304,-0.2,0
Ra.One (2011),2.44,74,-0.64,0
"Battered Bastards of Baseball, The (2014)",3.71,81,0.02,1
No One Lives (2012),2.93,83,-0.45,0
Miss Violence (2013),3.59,69,-0.01,0
Deliver Us from Evil (2014),2.97,309,-0.51,0
Jonestown: Paradise Lost (2007),3.89,31,0.16,1
And So It Goes (2014),2.89,75,-0.46,0
Premature (2014),2.95,107,-0.46,0
Sex Tape (2014),2.61,835,-0.68,0
I Origins (2014),3.72,1764,-0.1,0
"Front Line, The (Go-ji-jeon) (2011)",3.37,39,-0.12,0
"Purge: Anarchy, The (2014)",3.13,1211,-0.43,0
Words and Pictures (2013),3.34,61,-0.17,0
Guardians of the Galaxy (2014),3.92,27570,-0.09,0
"Strange Color Of Your Body's Tears, The (L'étrange couleur des larmes de ton corps) (2013)",3.14,59,-0.28,0
"Signal, The (2014)",3.16,892,-0.41,0
Jimmy's Hall (2014),3.43,53,-0.11,0
Willow Creek (2013),2.62,108,-0.59,0
The Expendables 3 (2014),2.93,1629,-0.58,0
Goliyon Ki Raasleela Ram-Leela (2013),3.05,39,-0.29,0
"Villain, The (Ek Villain) (2014)",3.09,32,-0.25,0
Hercules (2014),2.79,968,-0.62,0
Monty Python Live (Mostly) (2014),3.65,52,0.03,1
Paradise: Hope (Paradies: Hoffnung) (2013),3.49,42,-0.07,0
A Most Wanted Man (2014),3.45,841,-0.25,0
Wish I Was Here (2014),3.43,295,-0.21,0
C.O.G. (2013),2.92,33,-0.38,0
"Bachelor Weekend, The (2013)",3.3,44,-0.17,0
Tables Turned on the Gardener (1895),3.14,49,-0.26,0
"Trip to Italy, The (2014)",3.37,241,-0.23,0
Food (Jídlo) (1993),3.83,72,0.07,1
Earth to Echo (2014),2.85,153,-0.52,0
"Burma Conspiracy, The (Largo Winch II) (2011)",3.2,46,-0.23,0
Maidentrip (2014),3.74,66,0.05,1
Step Up All In (2014),3.26,259,-0.29,0
Felony (2013),3.15,47,-0.26,0
"Rover, The (2014)",3.26,383,-0.31,0
Get on Up (2014),3.24,175,-0.3,0
1 (2013),3.91,35,0.15,1
"Suspect, The (Yong-eui-ja) (2013)",3.25,69,-0.24,0
Magic in the Moonlight (2014),3.4,820,-0.26,0
Winter Sleep (Kis Uykusu) (2014),3.83,396,-0.01,0
In Order of Disappearance (Kraftidioten) (2014),3.49,256,-0.18,0
Housebound (2014),3.5,601,-0.15,0
The Hundred-Foot Journey (2014),3.8,959,-0.05,0
"Den, The (2013)",3.08,116,-0.35,0
Zero Motivation (Efes beyahasei enosh) (2014),3.67,95,0.0,1
Jupiter Ascending (2015),2.64,2632,-0.7,0
Teenage Mutant Ninja Turtles (2014),2.59,1525,-0.7,0
I'll Follow You Down (2013),2.91,63,-0.44,0
"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",3.63,65,0.01,1
"Giver, The (2014)",3.33,1773,-0.33,0
"Pretty One, The (2013)",3.25,83,-0.25,0
Let's Be Cops (2014),3.16,997,-0.41,0
Bad Johnson (2014),2.57,38,-0.52,0
"Inbetweeners 2, The (2014)",3.25,215,-0.28,0
Jesse Stone: Thin Ice (2009),3.38,41,-0.11,0
Osaka Elegy (Naniwa erejî) (1936),3.57,30,0.05,1
"Sacrament, The (2013)",3.19,208,-0.33,0
Sin City: A Dame to Kill For (2014),3.2,2069,-0.41,0
How to Be a Man (2013),3.29,43,-0.17,0
If I Stay (2014),3.46,808,-0.24,0
"Canal, The (2014)",2.99,169,-0.48,0
Proxy (2013),2.81,45,-0.45,0
Are You Here (2014),2.69,109,-0.57,0
"Two Days, One Night (Deux jours, une nuit) (2014)",3.59,560,-0.12,0
Losers' Club (Kaybedenler kulübü) (2011),3.49,45,-0.08,0
Coherence (2013),3.9,3422,-0.07,0
"Pyramid, The (2014)",2.35,154,-0.7,0
Exists (2014),2.89,57,-0.44,0
Life of Crime (2013),2.91,141,-0.49,0
"As Above, So Below (2014)",3.39,1005,-0.28,0
"One I Love, The (2014)",3.71,1006,-0.09,0
"Guest, The (2014)",3.47,1154,-0.24,0
Leprechaun: Origins (2014),1.85,41,-0.7,0
To Be Takei (2014),3.11,44,-0.27,0
Angry Video Game Nerd: The Movie (2014),2.6,45,-0.53,0
"Beast Must Die, The (1974)",2.57,35,-0.51,0
Before I Go to Sleep (2014),3.29,505,-0.3,0
Atlas Shrugged: Who Is John Galt? (Atlas Shrugged: Part III) (2014),2.44,57,-0.62,0
Pride (2014),3.93,823,-0.02,0
Into the Storm (2014),2.87,316,-0.55,0
"Calling, The (2014)",3.15,51,-0.26,0
Third Person (2013),3.02,127,-0.38,0
Honeymoon (2014),3.1,233,-0.38,0
God's Pocket (2014),2.88,76,-0.47,0
The Drop (2014),3.59,1290,-0.15,0
"20,000 Days on Earth (2014)",3.52,136,-0.08,0
The Skeleton Twins (2014),3.35,581,-0.28,0
"Maze Runner, The (2014)",3.33,7381,-0.35,0
No Good Deed (2014),2.93,94,-0.46,0
Camp X-Ray (2014),3.3,219,-0.27,0
"Riot Club, The (2014)",2.95,116,-0.47,0
"Walk Among the Tombstones, A (2014)",3.19,796,-0.38,0
"Galapagos Affair: Satan Came to Eden, The (2013)",3.22,43,-0.21,0
My Old Lady (2014),3.26,76,-0.22,0
Laggies (2014),3.36,425,-0.26,0
God Help the Girl (2014),3.54,86,-0.05,0
What We Did on Our Holiday (2014),3.61,203,-0.07,0
Force Majeure (Turist) (2014),3.76,698,-0.05,0
CBGB (2013),3.45,76,-0.13,0
"Homesman, The (2014)",3.35,257,-0.24,0
Trailer Park Boys: Don't Legalize It (2014),3.37,54,-0.14,0
"World of Kanako, The (Kawaki.) (2014)",3.28,51,-0.18,0
"November Man, The (2014)",3.11,509,-0.41,0
White Bird in a Blizzard (2014),3.23,198,-0.31,0
"Snails, The (Escargots, Les) (1966)",3.24,31,-0.17,0
"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2014)",3.68,119,-0.01,0
Who Am I (Kein System Ist Sicher) (2014),3.72,576,-0.07,0
When Animals Dream (Når dyrene drømmer) (2014),3.08,42,-0.28,0
"Boxtrolls, The (2014)",3.34,919,-0.3,0
"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",3.93,1015,-0.03,0
Forbidden City Cop (Dai lap mat tam 008) (1996),3.36,35,-0.11,0
Gore Vidal: The United States of Amnesia (2013),3.58,33,0.04,1
This Is Where I Leave You (2014),3.32,558,-0.29,0
Angel's Egg (Tenshi no tamago) (1985),3.91,268,0.02,1
"Look of Silence, The (2014)",4.08,265,0.07,1
Cabin Fever: Patient Zero (2014),2.48,64,-0.63,0
American Sniper (2014),3.47,6708,-0.28,0
Tusk (2014),2.69,589,-0.64,0
Hector and the Search for Happiness (2014),3.53,489,-0.14,0
Rigor Mortis (Geung si) (2013),3.07,69,-0.32,0
"Overnighters, The (2014)",3.82,81,0.06,1
"Tribe, The (Plemya) (2014)",3.54,120,-0.07,0
Space Station 76 (2014),2.64,92,-0.57,0
Annabelle (2014),2.76,1000,-0.63,0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),3.16,57,-0.27,0
Open Windows (2014),2.81,112,-0.52,0
Happy Christmas (2014),3.1,109,-0.34,0
Two Night Stand (2014),3.46,903,-0.24,0
Time of Eve (Eve no jikan) (2010),3.48,91,-0.13,0
Dracula Untold (2014),3.09,1856,-0.46,0
Stretch (2014),3.18,249,-0.34,0
"Initiation, The (1984)",2.91,44,-0.41,0
Autómata (Automata) (2014),3.34,1074,-0.3,0
The Prince (2014),2.5,79,-0.61,0
"Adventurer: The Curse of the Midas Box, The (2013)",2.54,37,-0.53,0
Crimes of the Future (1970),2.4,30,-0.57,0
"Captive, The (2014)",2.98,165,-0.48,0
"Scribbler, The (2014)",2.64,52,-0.53,0
Ilo Ilo (2013),3.74,35,0.1,1
Predestination (2014),3.8,6241,-0.1,0
Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur) (2013),3.2,97,-0.28,0
Moomins on the Riviera (Muumit Rivieralla) (2014),3.03,37,-0.29,0
Skhizein (2008),3.65,68,0.01,1
Justin and the Knights of Valour (2013),2.74,43,-0.49,0
Jackass Presents: Bad Grandpa .5 (2014),3.05,99,-0.36,0
"Swan Princess: Escape from Castle Mountain, The (1997)",3.23,46,-0.21,0
What We Do in the Shadows (2014),4.01,4980,-0.02,0
The Dark Horse (2014),3.62,58,0.01,1
Corn Island (Simindis kundzuli) (2014),3.66,32,0.08,1
The Best of Me (2014),3.59,408,-0.11,0
John Wick (2014),3.85,13200,-0.09,0
Plastic (2014),2.98,33,-0.36,0
"Judge, The (2014)",3.51,1477,-0.18,0
"Disappearance of Eleanor Rigby: Them, The (2014)",3.26,84,-0.23,0
Love Is Strange (2014),3.41,113,-0.17,0
"Culture High, The (2014)",3.56,43,0.01,1
Fury (2014),3.75,7125,-0.11,0
"Salvation, The (2014)",3.27,265,-0.29,0
St. Vincent (2014),3.48,1258,-0.24,0
Young Ones (2014),3.2,97,-0.28,0
Land Ho! (2014),3.08,43,-0.28,0
Mine Games (2012),2.77,31,-0.43,0
Stage Fright (2014),2.71,34,-0.47,0
"Chaperone, The (2011)",2.53,34,-0.52,0
"Swan Princess: The Mystery of the Enchanted Treasure, The (1998)",3.04,53,-0.32,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",3.07,275,-0.4,0
Left Behind (2014),1.88,189,-0.8,0
Blind (2014),3.27,86,-0.23,0
Harmontown (2014),3.42,66,-0.13,0
Extraterrestrial (2014),2.45,103,-0.66,0
"Rewrite, The (2014)",3.14,178,-0.35,0
Ouija (2014),2.41,359,-0.73,0
Nightcrawler (2014),3.98,13465,-0.07,0
Big Hero 6 (2014),3.87,16563,-0.09,0
Marshland (2014),3.61,230,-0.07,0
The Book of Life (2014),3.52,1261,-0.17,0
"Love, Rosie (2014)",3.78,1119,-0.06,0
"Like Sunday, Like Rain (2014)",3.54,35,0.02,1
Time Lapse (2014),3.61,1130,-0.13,0
National Theatre Live: Frankenstein (2011),3.66,61,0.02,1
Mad Monster Party? (1967),2.82,39,-0.44,0
"The Hire: Star, The (2001)",3.38,46,-0.12,0
"Cat Came Back, The (1988)",3.59,48,0.02,1
"Big Snit, The (1985)",3.42,40,-0.09,0
Ex Machina (2015),3.99,21335,-0.08,0
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),3.34,31,-0.11,0
Before I Disappear (2014),3.69,127,-0.01,0
Mr Hublot (2013),3.17,63,-0.26,0
Mr. Turner (2014),3.29,285,-0.28,0
Copenhagen (2014),3.61,157,-0.06,0
Mercy (2014) ,2.58,57,-0.55,0
Toy Story Toons: Hawaiian Vacation (2011),3.05,140,-0.38,0
Toy Story Toons: Small Fry (2011),3.07,124,-0.36,0
9 (2005),3.49,493,-0.21,0
"Hit List, The (2011)",2.81,44,-0.45,0
"Better Tomorrow III: Love and Death in Saigon, A (1989)",3.27,30,-0.14,0
Dead in Tombstone (2013),2.35,37,-0.6,0
Doctor Strange (2007),3.48,116,-0.15,0
Barbie: A Perfect Christmas (2011),2.4,31,-0.57,0
The Land Before Time IV: Journey Through the Mists (1996),3.04,69,-0.34,0
The Land Before Time V: The Mysterious Island (1997),3.14,51,-0.27,0
The Land Before Time VI: The Secret of Saurus Rock (1998),2.96,41,-0.39,0
An American Tail: The Treasure of Manhattan Island (1998),3.1,35,-0.26,0
An American Tail: The Mystery of the Night Monster (1999),3.11,93,-0.33,0
The Stoker (2010),3.4,34,-0.09,0
Dead Man's Bluff (2005),3.57,130,-0.06,0
These Final Hours (2014),3.48,203,-0.17,0
Generation War (2013),4.03,131,0.1,1
Haider (2014),3.63,94,-0.02,0
"Kumiko, the Treasure Hunter (2014)",3.32,155,-0.24,0
History of the Eagles (2013),3.75,53,0.06,1
Paradise: Love (2012),3.55,73,-0.03,0
Northern Soul (2014),3.24,35,-0.19,0
Children of the Corn (2009),2.29,43,-0.63,0
Children of the Corn 666: Isaac's Return (1999),2.67,32,-0.48,0
Children of the Corn: Genesis (2011),2.04,36,-0.65,0
Olive Kitteridge (2014),4.03,334,0.06,1
Leviathan (2014),3.79,947,-0.06,0
Still Life (2013),3.55,65,-0.02,0
Foxcatcher (2014),3.37,1526,-0.3,0
Reign of Assassins (2010),3.47,44,-0.08,0
Everybody Dies But Me (2008),2.95,41,-0.39,0
Wolf Creek 2 (2013),3.05,109,-0.36,0
Zulu (2013),3.27,62,-0.21,0
Walking With Dinosaurs (2013),2.99,42,-0.38,0
"Ultramarines: A Warhammer 40,000 Movie (2010)",2.64,53,-0.53,0
Secret of the Wings (2012),3.23,184,-0.3,0
Tinker Bell and the Lost Treasure (2009),3.1,166,-0.37,0
Tsar (2009),3.33,35,-0.13,0
Wuthering Heights (2009),3.34,50,-0.15,0
Dane Cook: Vicious Circle (2006),3.07,41,-0.28,0
Crime and Punishment (1983),3.44,32,-0.07,0
Sniper: Legacy (2014),2.64,37,-0.5,0
You're Not You (2014),3.58,155,-0.07,0
Crush (2013),2.93,34,-0.38,0
Stonehearst Asylum (2014),3.43,539,-0.24,0
Tangerines (2013),3.87,345,-0.0,0
Life Partners (2014),3.22,95,-0.27,0
Hateship Loveship (2013),3.04,50,-0.31,0
In Secret (2013),3.09,39,-0.27,0
Hawaii (2013),3.78,36,0.12,1
Out in the Dark (2012),3.5,45,-0.04,0
The Noble Family (2013),3.56,31,0.04,1
The Returned (2013),3.08,50,-0.3,0
The Possession of Michael King (2014),3.13,87,-0.31,0
New Kids Nitro (2011),3.16,45,-0.25,0
Dante's Inferno (1911),3.34,41,-0.13,0
Free Fall (2013),3.58,207,-0.08,0
Dead Snow 2: Red vs. Dead (2014) ,3.2,201,-0.32,0
Stromberg - Der Film (2014),3.33,30,-0.11,0
You Are the Apple of My Eye (2011),3.8,43,0.11,1
Secret (2007),3.61,48,0.02,1
Last Passenger (2013),2.99,37,-0.37,0
Serena (2014),2.68,125,-0.58,0
The Imitation Game (2014),4.01,26396,-0.04,0
Inherent Vice (2014),3.47,1737,-0.26,0
Labyrinth of Lies (2014),3.66,101,-0.01,0
Babysitting (2014),3.45,92,-0.14,0
Rudderless (2014),3.7,144,-0.02,0
The Hunger Games: Mockingjay - Part 1 (2014),3.42,9958,-0.31,0
"Give 'em Hell, Malone (2009)",3.04,40,-0.29,0
Son of the White Mare (1981),3.95,64,0.1,1
The Little Fox (1981),3.25,30,-0.16,0
Gett: The Trial of Viviane Amsalem (2014),3.79,94,0.05,1
Rosewater (2014),3.3,103,-0.22,0
Valley Uprising (2014),4.03,73,0.14,1
Sex Ed (2014),2.5,76,-0.61,0
A Good Marriage (2014),2.64,49,-0.53,0
The Way He Looks (2014),3.83,384,-0.01,0
Love and Honor (2012),3.18,47,-0.24,0
Remember Sunday (2013),3.59,65,-0.01,0
The Gilded Cage (2013),3.45,32,-0.06,0
Exodus: Gods and Kings (2014),2.77,897,-0.62,0
Trash (2014),3.45,109,-0.15,0
Wild Tales (2014),4.11,3043,-0.01,0
Patema Inverted (2013),3.76,332,-0.03,0
Fed Up (2014),3.67,154,-0.04,0
Jetsons: The Movie (1990),2.68,64,-0.53,0
Thesis on a Homicide (2013),3.18,52,-0.25,0
Bo Burnham: what. (2013),3.95,484,-0.0,0
The Reunion (2013),3.66,46,0.04,1
Long Way Round (2004),3.91,73,0.09,1
Dumb and Dumber To (2014),2.59,1596,-0.71,0
The Longest Week (2014),2.78,78,-0.51,0
Tales of the Grim Sleeper (2014),3.45,66,-0.12,0
The Damned (2014),2.6,43,-0.52,0
Miss Meadows (2014),2.97,79,-0.44,0
Too Many Cooks (2014),3.76,344,-0.03,0
Dorothy Mills (2008),3.08,49,-0.29,0
Dear White People (2014),3.16,244,-0.36,0
Alucarda (1977),3.15,37,-0.24,0
Painted Skin (2008),3.55,31,0.04,1
One Chance (2013),3.62,52,0.02,1
Rent: Filmed Live on Broadway (2008),3.37,41,-0.12,0
The Theory of Everything (2014),3.8,8366,-0.1,0
Dolphin Tale 2 (2014),3.08,62,-0.31,0
When the Game Stands Tall (2014),3.04,83,-0.35,0
Aashiqui 2 (2013),3.29,60,-0.19,0
The ABCs of Death 2 (2014),2.77,90,-0.52,0
The New Girlfriend (2014),3.16,58,-0.27,0
Ragnarok (2013),3.03,44,-0.3,0
Virunga (2014),3.93,173,0.04,1
The Madagascar Penguins in a Christmas Caper (2005),3.32,133,-0.23,0
The Seven-Ups (1973),3.27,41,-0.17,0
V/H/S: Viral (2014),2.51,148,-0.63,0
The Boy Who Cried Werewolf (2010),2.76,33,-0.44,0
Gone Nutty (2002),3.33,104,-0.21,0
Starry Eyes (2014),3.07,249,-0.39,0
When Marnie Was There (2014),3.81,762,-0.05,0
Song of the Sea (2014),4.01,1738,-0.0,0
Expelled from Paradise (2014),3.03,45,-0.3,0
Beyond the Lights (2014),3.5,133,-0.12,0
Paulette (2012),3.4,51,-0.12,0
In the Heart of the Sea (2015),3.33,770,-0.3,0
Deewaar (1975),3.38,30,-0.08,0
Hello Ladies: The Movie (2014),3.1,78,-0.32,0
Listen Up Philip (2014),3.23,105,-0.27,0
Jurassic World (2015),3.28,8975,-0.38,0
Citizenfour (2014),3.93,2406,-0.05,0
LOL (Laughing Out Loud) (2008),3.17,59,-0.26,0
Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),3.47,226,-0.19,0
The Taking of Deborah Logan (2014),3.33,437,-0.28,0
Alive Inside (2014),3.85,39,0.13,1
Horrible Bosses 2 (2014),3.19,2119,-0.41,0
Dr. Dolittle: Tail to the Chief (2008),2.47,30,-0.56,0
Dragonheart 2: A New Beginning (2000),2.49,37,-0.58,0
Elvis and Anabelle (2007),3.5,38,-0.03,0
La Belle Verte (1996),3.76,75,0.05,1
Penguins of Madagascar (2014),3.22,1374,-0.38,0
Black or White (2014),3.2,88,-0.28,0
'71 (2014),3.66,509,-0.09,0
"Water Diviner, The (2014)",3.37,332,-0.25,0
The Rabbi's Cat (Le chat du rabbin) (2011),3.57,74,-0.03,0
Still Alice (2014),3.77,1514,-0.08,0
Grumpy Cat's Worst Christmas Ever (2014),2.46,35,-0.58,0
Paddington (2014),3.58,1546,-0.15,0
Jessabelle (2014),2.99,158,-0.47,0
Maze Runner: Scorch Trials (2015),3.19,2895,-0.42,0
Scooby-Doo! Frankencreepy (2014),3.21,38,-0.21,0
Ice Age: A Mammoth Christmas (2011),3.2,198,-0.32,0
Kajaki (2014),3.53,79,-0.05,0
The Voices (2014),3.26,710,-0.33,0
"Welcome, or No Trespassing (1964)",3.98,111,0.07,1
Donald Glover: Weirdo (2011),3.36,100,-0.19,0
Come Back to Me (2014),3.07,49,-0.3,0
Grace (2014),2.81,37,-0.44,0
Courier (1987),3.98,143,0.06,1
The Batman vs. Dracula (2005),2.96,79,-0.44,0
Go for It (1983),3.39,46,-0.12,0
The Green Prince (2014),3.69,34,0.08,1
Cowspiracy: The Sustainability Secret (2014),3.77,259,-0.01,0
Wanderers (2014),3.79,90,0.05,1
Clouds of Sils Maria (2014),3.51,323,-0.13,0
Dying of the Light (2014),2.28,61,-0.65,0
All Cheerleaders Die (2013),2.97,72,-0.43,0
WolfCop (2014),2.83,71,-0.49,0
The Borderlands (2013),3.12,89,-0.32,0
Home Alone: The Holiday Heist (2012),1.94,72,-0.74,0
The Pokrovsky Gates (1983),3.97,117,0.07,1
The Protector 2 (2013),2.89,38,-0.41,0
Omen IV: The Awakening (1991),2.25,30,-0.6,0
Hard to Be a God (2013),3.32,130,-0.23,0
Kill the Messenger (2014),3.37,281,-0.24,0
Street Fighter: Assassin's Fist (2014),2.92,39,-0.4,0
"Kingdom of Dreams and Madness, The (2013)",3.77,144,0.02,1
A Cinderella Story: Once Upon a Song (2011),3.23,200,-0.31,0
Bring It On: In It To Win It (2007),2.75,63,-0.52,0
Jarhead 2: Field of Fire (2014),2.64,44,-0.52,0
The Mule (2014),3.47,51,-0.09,0
The Hobbit: The Battle of the Five Armies (2014),3.48,8785,-0.28,0
Selma (2014),3.69,1321,-0.11,0
Unbroken (2014),3.58,1214,-0.15,0
Black Sea (2015),3.08,243,-0.39,0
The Frame (2014),3.31,75,-0.2,0
The Good Lie (2014),3.66,209,-0.05,0
Playing It Cool (2014),3.1,153,-0.36,0
The Dust Bowl (2012),3.89,55,0.11,1
Marvellous (2014),3.86,40,0.13,1
Khumba (2013),2.73,37,-0.48,0
"Girl Walks Home Alone at Night, A (2014)",3.61,727,-0.12,0
Dave Chappelle: For What it's Worth (2004),3.95,454,0.0,1
